incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"Three cadres of the CPI-Maoist, including a couple and a Maoist ‘jan-militia commander’, carrying rewards ranging from INR 100,000-800,000 for their arrest, surrendered in Bastar region of Chhattisgarh. All the three Maoists, namely Manku Kachlam (31), his wife Anita (30) and ‘jan-militia commander’ Sukhram Kawde (22) cited disillusionment with the functioning of the CPI-Maoist and ill-treatment by senior cadres as the reason to turn themselves in, they said. While Manku and Anita surrendered in Kondagaon District, Kawde surrendered in Dantewada District. Popularly known as 'shikshika' among ultras in the region, Anita was a prominent cadre in Kondagaon and worked in Barda dalam of Maoists during 2006-2009 and subsequently shifted to Pakhanjore and worked along with ultras of Maharashtra. Anita carrying a reward of INR 320,000 on her head, also headed CNM, a cultural outfit of the CPI-Maoist, in Badedongar and used to handle 'Natya Shala', meant for training new recruits in cultural wing of the proscribed organisation. Anita's husband Manku was an active member of military dalam Platoon number 5 and INR 800,000 was announced for his arrest. In a separate incident, Kawde, who was carrying a reward of INR 100,000 on his head, and a native of Kodoli village under Narayanpur District's Orchha Police Station limits, surrendered before senior Police and CRPF officials in Dantewada District. Kawde was working as the ‘jan-militia commander’ of Mad Uttar Bastar Division of the CPI-Maoist, Abujhmadh, Kashyap said, adding that Kawde has been involved in several incidents of Maoists crimes in the region.",2,310271401,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2014,2014-10-27T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,2,0,2,0,0
"Three cadres of the CPI-Maoist, including a couple and a Maoist ‘jan-militia commander’, carrying rewards ranging from INR 100,000-800,000 for their arrest, surrendered in Bastar region of Chhattisgarh. All the three Maoists, namely Manku Kachlam (31), his wife Anita (30) and ‘jan-militia commander’ Sukhram Kawde (22) cited disillusionment with the functioning of the CPI-Maoist and ill-treatment by senior cadres as the reason to turn themselves in, they said. While Manku and Anita surrendered in Kondagaon District, Kawde surrendered in Dantewada District. Popularly known as 'shikshika' among ultras in the region, Anita was a prominent cadre in Kondagaon and worked in Barda dalam of Maoists during 2006-2009 and subsequently shifted to Pakhanjore and worked along with ultras of Maharashtra. Anita carrying a reward of INR 320,000 on her head, also headed CNM, a cultural outfit of the CPI-Maoist, in Badedongar and used to handle 'Natya Shala', meant for training new recruits in cultural wing of the proscribed organisation. Anita's husband Manku was an active member of military dalam Platoon number 5 and INR 800,000 was announced for his arrest. In a separate incident, Kawde, who was carrying a reward of INR 100,000 on his head, and a native of Kodoli village under Narayanpur District's Orchha Police Station limits, surrendered before senior Police and CRPF officials in Dantewada District. Kawde was working as the ‘jan-militia commander’ of Mad Uttar Bastar Division of the CPI-Maoist, Abujhmadh, Kashyap said, adding that Kawde has been involved in several incidents of Maoists crimes in the region.",2,310271402,Chhattisgarh,Dantewada,NA,NA,NA,NA,NA,NA,2014,2014-10-27T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,1,0,0,0
"Three hardcore CPI-Maoist cadres identified as Pankaj Yadav, Buchru Paswan and Ramashish Ram, were arrested during a raid in Tiurakhurd village in Rohtas District of Bihar. They were wanted in the murder case of a farmer Satinder Yadav two days ago whom they had shot dead after the latter refused to meet extortion demand.",2,209161201,Bihar,Rohtas,Nawhatta,Tiurakhurd,NA,Nauhatta,26.372027777777777,87.48016666666666,2012,2012-09-16T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Elite,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three hardcore CPI-Maoist cadres identified as Pankaj Yadav, Buchru Paswan and Ramashish Ram, were arrested during a raid in Tiurakhurd village in Rohtas District of Bihar. They were wanted in the murder case of a farmer Satinder Yadav two days ago whom they had shot dead after the latter refused to meet extortion demand.",2,209181201,Bihar,Rohtas,Nawhatta,Tiurakhurd,NA,Nauhatta,26.372027777777777,87.48016666666666,2012,2012-09-18T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"Three hardcore CPI-Maoist cadres, identified as Sanjay Yadav, Nageshwar Singh and Anandi Singh alias Anand Kishore Singh, surrendered before the Police in Aurangabad District. They also handed over a rifle snatched from the Police, a carbine and 14 rounds of cartridges. SP Aurangabad Babu Ram said ""Sanjay was a member of the Maoists' sub-zonal committee and Bihar government had announced a reward of Rs 1 lakh over his head. Nageshwar was an area commander of the outfit while Anandi was the sub-zonal commander of the CPI (Maoist)",2,212091501,Bihar,Aurangabad,NA,NA,NA,NA,NA,NA,2015,2015-12-09T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,3,3,0,0,0
"Three hardcore CPI-Maoist cadres, identified as Sanjay Yadav, Nageshwar Singh and Anandi Singh alias Anand Kishore Singh, surrendered before the Police in Aurangabad District. They also handed over a rifle snatched from the Police, a carbine and 14 rounds of cartridges. SP Aurangabad Babu Ram said ""Sanjay was a member of the Maoists' sub-zonal committee and Bihar government had announced a reward of Rs 1 lakh over his head. Nageshwar was an area commander of the outfit while Anandi was the sub-zonal commander of the CPI (Maoist)",2,212231501,Bihar,Jamui,NA,Kumartari,NA,NA,NA,NA,2015,2015-12-23T00:00:00Z,Security,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,Maoist camp was destroyed,0,0,0,0,0,0,0,0,0,0,0
"Three months after Sabyasachi Panda was expelled from the CPI-Maoist, five cadres of the Panda-led OMP were killed and a few others were injured during an encounter at Bhaliagada forest in Gobindpur Panchayat area under Mohana Police Station limits in Gajapati District. One person was arrested following the encounter.",2,1411141201,Odisha,Gajapati,Mohana,Gobindpur Panchayat area,Bhaliagada forest,Mohana,19.4418,84.2628,2012,2012-11-14T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,5,0,0,0,5,0,5,0,0,0,5,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Three months after Sabyasachi Panda was expelled from the CPI-Maoist, five cadres of the Panda-led OMP were killed and a few others were injured during an encounter at Bhaliagada forest in Gobindpur Panchayat area under Mohana Police Station limits in Gajapati District. One person was arrested following the encounter.",2,1411141202,Odisha,Gajapati,Mohana,Gobindpur Panchayat area,Bhaliagada forest,Mohana,19.4418,84.2628,2012,2012-11-14T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
Three suspected CPI-Maoist cadres were arrested after a brief exchange of fire between the SFs and the Maoists in Khunti District.,2,802271601,Jharkhand,Khunti,NA,NA,NA,NA,NA,NA,2016,2016-02-27T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three suspected CPI-Maoist cadres were arrested after a brief exchange of fire between the SFs and the Maoists in Khunti District.,2,802271602,Jharkhand,Khunti,NA,NA,NA,NA,NA,NA,2016,2016-02-27T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
Three woman cadres of the CPI-Maoist were killed in an encounter with security forces in Bijapur District of Chhattisgarh. A joint team of District Police and the CRPF came under fire from the Maoists near Potenar forest in the District and an exchange of fire took place. After the encounter the Police recovered three dead bodies of woman Maoists and two country made rifles.,2,310081402,Chhattisgarh,Bijapur,NA,NA,Potenar forest,Bijapur assembly constituency,19.032015,81.013,2014,2014-10-08T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Security,No Target,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Three woman cadres of the CPI-Maoist were killed in an encounter with security forces in Bijapur District of Chhattisgarh. A joint team of District Police and the CRPF came under fire from the Maoists near Potenar forest in the District and an exchange of fire took place. After the encounter the Police recovered three dead bodies of woman Maoists and two country made rifles.,2,310081403,Chhattisgarh,Bijapur,NA,NA,Potenar forest,Bijapur assembly constituency,19.032015,81.013,2014,2014-10-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Tileshwar Sahu, a senior leader of the All Jharkhand Students Union, was shot dead by three suspected cadres of PLFI in the Barhi area of Hazaribagh District while he was addressing a rally. One person has been arrested and a weapon was seized from him.",2,803081402,Jharkhand,Hazaribagh,Barhi,NA,Barhi,Barhi,24.304305555555555,85.41422222222222,2014,2014-03-08T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Government Officials,No Target,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Tileshwar Sahu, a senior leader of the All Jharkhand Students Union, was shot dead by three suspected cadres of PLFI in the Barhi area of Hazaribagh District while he was addressing a rally. One person has been arrested and a weapon was seized from him.",2,803081403,Jharkhand,Hazaribagh,Barhi,NA,Barhi,Barhi,24.304305555555555,85.41422222222222,2014,2014-03-08T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"Twenty one militia members of the CPI-Maoist, including a woman, surrendered before the Vishakhapatnam District, SP Vikram Jeet Duggal following the arrest of five militia 'commanders' from the Agency area during a combine operation.",2,102171401,Andhra Pradesh,Visakhapatnam,NA,NA,NA,NA,NA,NA,2014,2014-02-17T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,21,0,21,0,0
"Twenty one militia members of the CPI-Maoist, including a woman, surrendered before the Vishakhapatnam District, SP Vikram Jeet Duggal following the arrest of five militia 'commanders' from the Agency area during a combine operation.",2,102171402,Andhra Pradesh,Visakhapatnam,NA,Agency area,NA,Rayadurg,14.696794,76.859962,2014,2014-02-17T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,5,5,0,0,0,0,0,0,0,0
Two CPI-Maoist cadres and a Police constable were killed during a two-hour encounter in the Bhejji area of Dantewada District. The Police also claimed to have arrested two women Maoists.,2,301210702,Chhattisgarh,Dantewada,NA,Bhejji,NA,Konta,18.0402,81.3022,2007,2007-01-21T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,3,0,0,1,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Two CPI-Maoist cadres and a Police constable were killed during a two-hour encounter in the Bhejji area of Dantewada District. The Police also claimed to have arrested two women Maoists.,2,301210703,Chhattisgarh,Dantewada,NA,Bhejji,NA,Konta,18.0402,81.3022,2007,2007-01-21T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,2,0,2,0,0,0,0,0,0,0
"Two CPI-Maoist cadres and a para-military personnel were killed during an encounter in the Bogdoba village of Bankura District. The encounter occurred after a group of 70 Maoists, led by Sabita Kumari from Andhra Pradesh, attacked the house of a ruling Communist Party of India-Marxist leader Nabin Hembram and were challenged by the para-military personnel patrolling the village.",2,2112150601,West Bengal,Bankura,Kotulpur,Bogdoba,NA,Katulpur,22.508472222222224,88.47522222222223,2006,2006-12-15T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Government Officials,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres and a para-military personnel were killed during an encounter in the Bogdoba village of Bankura District. The encounter occurred after a group of 70 Maoists, led by Sabita Kumari from Andhra Pradesh, attacked the house of a ruling Communist Party of India-Marxist leader Nabin Hembram and were challenged by the para-military personnel patrolling the village.",2,2112150602,West Bengal,Bankura,Kotulpur,Bogdoba,NA,Katulpur,22.508472222222224,88.47522222222223,2006,2006-12-15T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,3,0,0,1,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Two CPI-Maoist cadres are killed in an exchange of fire with the Police after they triggered a landmine blast injuring three Police personnel in the forests of Illendu subdivision in the Khammam District.,2,112070501,Andhra Pradesh,Khammam,Yellandu,NA,Illendu,Yellandu,17.594305555555554,80.31811111111111,2005,2005-12-07T00:00:00Z,Maoist,Bombing,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,3,0,0,3,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Two CPI-Maoist cadres are killed in an exchange of fire with the Police after they triggered a landmine blast injuring three Police personnel in the forests of Illendu subdivision in the Khammam District.,2,112070502,Andhra Pradesh,Khammam,Yellandu,NA,Illendu,Yellandu,17.594305555555554,80.31811111111111,2005,2005-12-07T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed and one was arrested during an exchange of fire with the Police in Kondagaon District. ""The Maoists' Kudhur LOS 'commander' and one LOS members were killed in a fierce encounter between Kondagaon District Reserve Guard (DRG) and the Maoists today morning,"" said S.R.P. Kalluri, the IGP, Bastar Range.",2,301051601,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2016,2016-01-05T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed and one was arrested during an exchange of fire with the Police in Kondagaon District. ""The Maoists' Kudhur LOS 'commander' and one LOS members were killed in a fierce encounter between Kondagaon District Reserve Guard (DRG) and the Maoists today morning,"" said S.R.P. Kalluri, the IGP, Bastar Range.",2,301051603,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2016,2016-01-05T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed at Milki village in Begusarai District. A Maoist, identified as Sikandar Tanti shot dead a fellow Maoist Paltan Tanti in the village, the Superintendent of Police (SP) Kshatraneel Singh said. Upon hearing a gunshot, the villagers gathered on the spot and chased down a fleeing Sikandar Tanti and beat him to death, Singh said. The SP said that the two Maoists had been feuding for a long time over tilling of a 12-bigha plot of a farmer.",2,206301201,Bihar,Begusarai,Begusarai,Milki,NA,Matihani,25.441944444444445,86.1735,2012,2012-06-30T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed at Milki village in Begusarai District. A Maoist, identified as Sikandar Tanti shot dead a fellow Maoist Paltan Tanti in the village, the Superintendent of Police (SP) Kshatraneel Singh said. Upon hearing a gunshot, the villagers gathered on the spot and chased down a fleeing Sikandar Tanti and beat him to death, Singh said. The SP said that the two Maoists had been feuding for a long time over tilling of a 12-bigha plot of a farmer.",2,206301202,Bihar,Begusarai,Begusarai,Milki,NA,Matihani,25.441944444444445,86.1735,2012,2012-06-30T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed in an encounter with security force personnel at Jakelkundi forest area under Kalimela Police station in the Malkangiri District. Police recovered a pistol, a claymore mine, a landmine, wires, Maoist literature and a large number of detonators from the encounter site",2,1403190701,Odisha,Malkangiri,Kalimela,NA,Jakelkundi forest; Kalimela Police station,Malkangiri,18.0908,81.7514,2007,2007-03-19T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed in an encounter with security force personnel at Jakelkundi forest area under Kalimela Police station in the Malkangiri District. Police recovered a pistol, a claymore mine, a landmine, wires, Maoist literature and a large number of detonators from the encounter site",2,1403190702,Odisha,Malkangiri,Kalimela,NA,Jakelkundi forest; Kalimela Police station,Malkangiri,18.0908,81.7514,2007,2007-03-19T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
