property_damage,value_property_damage,incident_summary
0,NA,"5 minutes after the force had picked up two men on suspicion that they may have planted the mines, 500 villagers surrounded them protesting arrests. The Maoists opened fire from an adjoining forest, a Police official said, adding, ""The Maoists tried to put the villagers in the line of fire. Shots rang out as we started lobbing tear-gas shells to drive the villagers away."" The encounter on the fringes of Boira forest, 12 kilometres from Jhargram town, started around 3.30pm and continued till 9pm. Two Policemen were abducted by Maoists from Tehgoria under Salboni Police Station at around 10am on December 20, the Police said, adding that a massive search operation was launched to rescue the Policemen."
0,NA,"A squad member of the CPI-Maoist surrendered at a court in Jhargram in West Midnapore District. ""Subodh Hasda, known in his squad as Cheena, has surrendered at the Jhargram court today [on Tuesday],"" said State IG (Western Range) Gangeshwar Singh."
1,"According to Police, a large group of PCPA cadres and several armed Maoists attacked the house of Amiyo Sengupta, a member of the CPI-M’s District committee, at Dahijuri. Though Sengupta was not at home at the time, his wife, three daughters and grand-daughter were present. The extremists ransacked the house and later set it on fire. Unable to get out of the house, the women took refuge on the roof of the three-storied-building to escape the fire raging on the ground floor. The Police said the extremists also attacked the neighbouring house of local CPI-Marxist leader Avijit Singha and set it ablaze.","Cadres of the CPI-Maoist-backed PCPA ransacked and set ablaze the houses of two CPI-Marxist leaders at Dahijuri village in the West Midnapore District in the evening of December 21. According to Police, a large group of PCPA cadres and several armed Maoists attacked the house of Amiyo Sengupta, a member of the CPI-M’s District committee, at Dahijuri. Though Sengupta was not at home at the time, his wife, three daughters and grand-daughter were present. The extremists ransacked the house and later set it on fire. Unable to get out of the house, the women took refuge on the roof of the three-storied-building to escape the fire raging on the ground floor. The Police said the extremists also attacked the neighbouring house of local CPI-Marxist leader Avijit Singha and set it ablaze. The family, however, managed to flee. Later, a contingent of SF personnel was dispatched from the Binpur thana (Police Station) on receiving news of the attack. The Maoists, however, had set up a booby trap on the way to Dahijuri from Binpur by planting a directional improvised explosive device on the way at Andharia. It was set off while the SFs were approaching the spot, injuring four personnel, including the Inspector-In-Charge of the Police Station, the Police said. Another contingent of forces was also dispatched from Jhargram, along with a fire-tending machine, but could not reach the spot fearing the presence of more landmines on the way. The SFs finally reached the spot in the morning of December 22."
0,NA,"Two Police constables, identified as Totan Seth and Chinmoiy Mondal, were killed and another constable was injured when around 20 armed cadres of the CPI-Maoist attacked a Police camp at Berada in the Purulia District. The Maoists managed to escape with three rifles."
0,NA,"Three CPI-Marxist party workers were found dead in the Junglemahal area of West Midnapore District on December 23. Habul Patra, a cable operator and CPI-Marxist worker, was dragged out of his home at Bamal village in Lalgarh by the Communist Party of India-Maoist (CPI-Maoist) in the night of December 22. His dead body was found near his residence. Separately, a CPI-Marxist zonal committee member of Gopiballabhpur in Lalgarh was allegedly killed by Maoists in the night of December 23. Prabir Dandaput, 48, was returning to his home when Maoists fired at him. In addition, the bullet-ridden dead body of Sadhan Mahato, another CPI-Marxist member, was found at Damakata village in Salboni earlier in the day. While he was returning from a local tea stall, he was surrounded by a group of 10-12 armed extremists. As Mahato tried to flee, the Maoists shot fire at him. The incident took place very close to Pirakata Police camp. Mahato was forced to leave his home several months ago fearing Maoist onslaught and had returned Salboni on December 22.The Maoists had put up posters near the bodies stating that they were punished for being Police informer. ""The incident is supposed to be the handiwork of the Maoists,"" said West Midnapore Superintendent of Police Manoj Verma."
0,NA,"Suspected cadres of the CPI-Maoist triggered an IED explosion on a metalled road in the Belpahari area of West Midnapore District. Luckily no one was killed or injured in the incident as the explosion took place within minutes of a civilian vehicle passing through the spot, though there was panic spread amongst local people about the possibility of the Maoists targeting common people."
1,The Maoist-backed PCPA set ablaze a truck near Dhosra village while they were on their way to Jhargram where they had gone to ransack the Parihati Range office. The PCPA activist ransacked and set ablaze the houses of two CPI-Marxist party workers at Goaltore.,"The Maoist-backed PCPA set ablaze a truck near Dhosra village while they were on their way to Jhargram where they had gone to ransack the Parihati Range office. The PCPA activist ransacked and set ablaze the houses of two CPI-Marxist party workers at Goaltore. The first day of the PCPA-sponsored two-day bandh (shut down) paralysed life in the Junglemahal area on 23 with shops, educational institutions remaining closed. One Jharkhand Mukti Morcha (JMM, Aditya) leader was shot dead and another critically injured by the CPI-Maoist cadres at Belpahari in the West Midnapore District. Around 12.30am (IST), a group of 10-15 Maoists stormed into the house of 50-year-old Biswanath Murmu at Sakhabhanga village. Murmu was dragged out of his house in front of his family members. Later Murmu’s bullet-ridden dead body was found near his residence. A couple of months back, Murmu’s son Karan had also been killed by Maoists. Karan was a popular leader of the JMM (Aditya)."
0,NA,"The Maoists shot at Durga Soren (48), a zonal committee leader of the JMM (Aditya). Soren was also called out of his house and Maoists pumped bullets into him. Additional Superintendent of Police (Jhargram) Murlidhar said, ""We have been informed that one bullet-ridden body has been found in Simulpal. We have sent forces to the area."" A CPI-Marxist activist Biswanath Kundu was abducted allegedly by the Maoists. A missing complaint has been lodged with the Goaltore Police Station."
0,NA,"Suspected cadres of the CPI-Maoist killed two ruling CPI-M workers, identified as Manorajan Mahto (45) and Rathindranath Gope (34) at Birmadal and Odolchua villages respectively in the Jhargram sub-division of West Midnapore District."
0,NA,"Raghunath Murmu (30), a Jharkhand Party worker was killed by the Maoists at Chirogora village, Police said."
0,NA,"Hikim Murmu (50), a Trinamool Congress activist, was hacked to death at Kalaberia village under Beliabera Police Station."
0,NA,"Two suspected Maoists, identified as Sushil Sardar (23) and Buddheswar Mahato (24) were arrested during a raid by joint forces from Phuljhora jungle at Barikul in Bankura District."
